INSTRUMENT,SYMBOL,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,_c15,EXPIRY_DT_NUM
FUTSTK,APOLLOTYRE,0.0,XX,347.95,359.65,346.5,356.95,356.95,3600,44725.35,13706000,1386000,03-MAY-2023,,25-05-2023
FUTSTK,ASHOKLEY,0.0,XX,143.65,145.45,143.65,144.65,144.65,1363,9864.2,45385000,70000,03-MAY-2023,,25-05-2023
FUTSTK,ASIANPAINT,0.0,XX,2918.3,2982.5,2908.2,2946.75,2946.75,9086,53667.77,5756400,-3400,03-MAY-2023,,25-05-2023
FUTSTK,ASTRAL,0.0,XX,1490.0,1507.25,1480.6,1491.6,1491.6,2274,12472.09,1686732,-89915,03-MAY-2023,,25-05-2023
FUTSTK,ATUL,0.0,XX,6579.9,6668.2,6549.55,6597.05,6597.05,1009,4999.64,244200,7350,03-MAY-2023,,25-05-2023
FUTSTK,AUBANK,0.0,XX,670.4,683.2,670.35,677.0,677.0,2500,16964.54,11488000,326000,03-MAY-2023,,25-05-2023
FUTSTK,AUROPHARMA,0.0,XX,618.5,624.7,616.8,618.7,618.7,1668,10350.54,10831000,-310000,03-MAY-2023,,25-05-2023
FUTSTK,AXISBANK,0.0,XX,868.0,872.0,859.65,865.2,865.2,17100,177469.3,57280800,2217600,03-MAY-2023,,25-05-2023
FUTSTK,BAJAJ-AUTO,0.0,XX,4454.3,4466.95,4436.4,4455.3,4455.3,2127,23678.62,2679750,-102750,03-MAY-2023,,25-05-2023
FUTSTK,BAJAJFINSV,0.0,XX,1349.05,1356.85,1335.75,1351.6,1351.6,2407,16225.3,9029500,-5000,03-MAY-2023,,25-05-2023
FUTSTK,BAJFINANCE,0.0,XX,6280.0,6280.0,6182.1,6209.25,6209.25,7778,60445.86,4183250,-58375,03-MAY-2023,,25-05-2023
FUTSTK,BALKRISIND,0.0,XX,2113.25,2129.75,2100.65,2108.05,2108.05,1412,8954.36,1539600,21600,03-MAY-2023,,25-05-2023
FUTSTK,BALRAMCHIN,0.0,XX,416.7,424.2,414.2,421.25,421.25,1667,11182.33,6240000,236800,03-MAY-2023,,25-05-2023
FUTSTK,BANDHANBNK,0.0,XX,232.0,236.0,230.55,233.4,233.4,4888,20521.38,49105800,154800,03-MAY-2023,,25-05-2023
FUTSTK,BANKBARODA,0.0,XX,183.7,186.1,180.0,185.7,185.7,6876,74242.67,87726600,848250,03-MAY-2023,,25-05-2023
FUTSTK,BATAINDIA,0.0,XX,1496.7,1518.65,1489.65,1511.3,1511.3,2307,9570.44,2219250,-41250,03-MAY-2023,,25-05-2023
FUTSTK,BEL,0.0,XX,104.25,107.1,104.2,106.85,106.85,4187,25339.84,82045800,273600,03-MAY-2023,,25-05-2023
FUTSTK,BERGEPAINT,0.0,XX,612.3,621.8,611.0,613.05,613.05,1570,10643.88,8417200,22000,03-MAY-2023,,25-05-2023
FUTSTK,BHARATFORG,0.0,XX,797.0,797.0,781.15,788.1,788.1,2893,22745.73,8233000,60000,03-MAY-2023,,25-05-2023
FUTSTK,BHARTIARTL,0.0,XX,799.95,799.95,782.4,784.0,784.0,6629,49537.48,40166000,-493050,03-MAY-2023,,25-05-2023
FUTSTK,BHEL,0.0,XX,81.7,88.55,81.6,87.45,87.45,11770,106998.6,109462500,12106500,03-MAY-2023,,25-05-2023
FUTSTK,BIOCON,0.0,XX,240.0,240.9,238.1,239.05,239.05,1744,9604.62,24715800,-591100,03-MAY-2023,,25-05-2023
FUTSTK,BOSCHLTD,0.0,XX,19770.0,19770.0,19377.0,19400.7,19400.7,1098,10698.95,137750,7300,03-MAY-2023,,25-05-2023
FUTSTK,BPCL,0.0,XX,363.3,369.6,362.3,363.25,363.25,2902,19062.07,14805000,338400,03-MAY-2023,,25-05-2023
FUTSTK,BRITANNIA,0.0,XX,4515.0,4579.05,4464.0,4558.4,4558.4,3170,28735.05,1589200,121200,03-MAY-2023,,25-05-2023
FUTSTK,BSOFT,0.0,XX,277.35,281.25,275.05,277.15,277.15,922,5118.69,7786000,32000,03-MAY-2023,,25-05-2023
FUTSTK,CANBK,0.0,XX,319.25,321.85,317.55,321.1,321.1,3114,26950.41,38007900,-1163700,03-MAY-2023,,25-05-2023
FUTSTK,CANFINHOME,0.0,XX,626.4,643.45,626.4,637.15,637.15,964,5987.74,3715725,-6825,03-MAY-2023,,25-05-2023
FUTSTK,CHAMBLFERT,0.0,XX,288.9,297.4,287.5,295.45,295.45,3039,13403.58,5809500,465000,03-MAY-2023,,25-05-2023
FUTSTK,CHOLAFIN,0.0,XX,877.55,889.45,873.05,887.95,887.95,1982,21925.83,10722500,563750,03-MAY-2023,,25-05-2023
FUTSTK,CIPLA,0.0,XX,926.0,928.45,920.1,923.85,923.85,3153,18935.06,14172600,-351650,03-MAY-2023,,25-05-2023
FUTSTK,COALINDIA,0.0,XX,236.6,239.9,236.2,238.05,238.05,1649,16510.14,38152800,-1083600,03-MAY-2023,,25-05-2023
FUTSTK,COFORGE,0.0,XX,4103.7,4146.6,4065.0,4105.1,4105.1,2568,15806.88,907650,-3450,03-MAY-2023,,25-05-2023
FUTSTK,COLPAL,0.0,XX,1558.0,1578.5,1558.0,1570.45,1570.45,980,5382.19,2008650,-20650,03-MAY-2023,,25-05-2023
FUTSTK,CONCOR,0.0,XX,621.95,628.0,619.8,625.85,625.85,1963,12256.73,8507000,-246000,03-MAY-2023,,25-05-2023
FUTSTK,COROMANDEL,0.0,XX,945.0,956.5,942.4,948.65,948.65,491,3266.26,1131900,53900,03-MAY-2023,,25-05-2023
FUTSTK,CROMPTON,0.0,XX,259.85,263.9,258.3,259.15,259.15,2497,9786.04,13398000,390000,03-MAY-2023,,25-05-2023
FUTSTK,CUB,0.0,XX,142.8,144.7,142.15,143.2,143.2,1924,13825.79,17120000,-115000,03-MAY-2023,,25-05-2023
FUTSTK,CUMMINSIND,0.0,XX,1618.0,1624.75,1590.05,1593.15,1593.15,2535,24414.74,2527800,72000,03-MAY-2023,,25-05-2023
FUTSTK,DABUR,0.0,XX,538.95,545.0,538.6,541.1,541.1,3206,21699.23,13070000,846250,03-MAY-2023,,25-05-2023
FUTSTK,DALBHARAT,0.0,XX,2004.45,2022.05,2002.55,2014.85,2014.85,692,6968.85,1757000,-16000,03-MAY-2023,,25-05-2023
FUTSTK,DEEPAKNTR,0.0,XX,1893.0,1946.65,1885.95,1940.85,1940.85,3317,15981.66,1623000,138250,03-MAY-2023,,25-05-2023
FUTSTK,DELTACORP,0.0,XX,209.1,215.45,209.1,213.2,213.2,1371,8171.43,15593200,383600,03-MAY-2023,,25-05-2023
FUTSTK,DIVISLAB,0.0,XX,3242.9,3288.8,3237.5,3278.1,3278.1,2472,12131.09,2824500,2400,03-MAY-2023,,25-05-2023
FUTSTK,DIXON,0.0,XX,2909.1,2945.0,2901.0,2924.95,2924.95,1042,3808.15,800500,-1500,03-MAY-2023,,25-05-2023
FUTSTK,DLF,0.0,XX,424.15,435.45,423.05,429.45,429.45,7567,53832.31,36506250,-125400,03-MAY-2023,,25-05-2023
FUTSTK,DRREDDY,0.0,XX,4986.85,4986.85,4942.05,4969.35,4969.35,1341,8318.94,2521875,-15500,03-MAY-2023,,25-05-2023
FUTSTK,EICHERMOT,0.0,XX,3355.95,3371.1,3330.1,3358.4,3358.4,2471,14507.52,3210025,-88200,03-MAY-2023,,25-05-2023
FUTSTK,ESCORTS,0.0,XX,1994.3,2002.2,1982.0,1992.95,1992.95,1536,8408.24,1516350,105875,03-MAY-2023,,25-05-2023
FUTSTK,EXIDEIND,0.0,XX,192.25,194.4,191.7,193.7,193.7,1287,8947.59,19015200,104400,03-MAY-2023,,25-05-2023
FUTSTK,FEDERALBNK,0.0,XX,135.55,137.9,135.55,137.3,137.3,3355,22978.59,56705000,-800000,03-MAY-2023,,25-05-2023
FUTSTK,GAIL,0.0,XX,108.75,109.45,108.0,108.55,108.55,1008,10021.05,58916850,-247050,03-MAY-2023,,25-05-2023
FUTSTK,GLENMARK,0.0,XX,544.6,548.65,540.0,545.15,545.15,1683,13260.26,6394500,292900,03-MAY-2023,,25-05-2023
FUTSTK,GMRINFRA,0.0,XX,45.95,47.15,45.95,46.55,46.55,1678,17633.0,123457500,-2655000,03-MAY-2023,,25-05-2023
FUTSTK,GNFC,0.0,XX,596.0,609.0,595.65,605.15,605.15,1923,15073.21,8109400,110500,03-MAY-2023,,25-05-2023
FUTSTK,GODREJCP,0.0,XX,904.45,962.75,904.45,945.45,945.45,3974,37683.05,8915000,3000,03-MAY-2023,,25-05-2023
FUTSTK,GODREJPROP,0.0,XX,1332.35,1361.0,1286.8,1336.15,1336.15,13763,78382.6,4722600,-56100,03-MAY-2023,,25-05-2023
FUTSTK,GRANULES,0.0,XX,301.55,303.5,300.2,302.0,302.0,528,3187.34,6752000,56000,03-MAY-2023,,25-05-2023
FUTSTK,GRASIM,0.0,XX,1740.0,1746.0,1733.0,1742.8,1742.8,1645,13594.08,12044100,-202825,03-MAY-2023,,25-05-2023
FUTSTK,GUJGASLTD,0.0,XX,471.1,479.15,470.2,473.95,473.95,1947,11583.2,5592500,-348750,03-MAY-2023,,25-05-2023
FUTSTK,HAL,0.0,XX,2945.3,3048.75,2934.2,3024.9,3024.9,8182,73981.67,2682000,-83700,03-MAY-2023,,25-05-2023
FUTSTK,HAVELLS,0.0,XX,1231.7,1258.5,1218.15,1249.15,1249.15,11374,70642.21,5997000,208000,03-MAY-2023,,25-05-2023
FUTSTK,HCLTECH,0.0,XX,1065.95,1068.5,1061.1,1065.35,1065.35,1939,14455.0,9814700,-149100,03-MAY-2023,,25-05-2023
FUTSTK,HDFC,0.0,XX,2782.7,2795.5,2773.35,2789.7,2789.7,3968,33155.18,8273700,112800,03-MAY-2023,,25-05-2023
FUTSTK,HDFCAMC,0.0,XX,1825.4,1827.1,1792.85,1796.95,1796.95,1943,10558.8,2304000,-48600,03-MAY-2023,,25-05-2023
FUTSTK,HDFCBANK,0.0,XX,1674.85,1686.4,1670.7,1684.75,1684.75,16294,150478.46,66110000,623150,03-MAY-2023,,25-05-2023
FUTSTK,HDFCLIFE,0.0,XX,543.05,548.9,536.9,539.85,539.85,2756,16417.84,16178800,122100,03-MAY-2023,,25-05-2023
FUTSTK,HEROMOTOCO,0.0,XX,2500.05,2534.5,2493.2,2519.1,2519.1,5548,41937.37,4152300,476400,03-MAY-2023,,25-05-2023
FUTSTK,HINDALCO,0.0,XX,442.35,443.45,435.55,442.35,442.35,5963,36762.0,22015000,891800,03-MAY-2023,,25-05-2023
FUTSTK,HINDCOPPER,0.0,XX,104.95,106.45,103.6,105.85,105.85,1259,6346.39,18676800,-144000,03-MAY-2023,,25-05-2023
FUTSTK,HINDPETRO,0.0,XX,255.1,261.45,255.1,257.55,257.55,2344,16335.28,16062300,140400,03-MAY-2023,,25-05-2023
FUTSTK,HINDUNILVR,0.0,XX,2469.0,2505.7,2466.15,2497.35,2497.35,6226,46555.1,9942600,-250200,03-MAY-2023,,25-05-2023
FUTSTK,IBULHSGFIN,0.0,XX,112.95,118.0,111.85,114.7,114.7,2887,13324.34,49312000,1096000,03-MAY-2023,,25-05-2023
FUTSTK,ICICIBANK,0.0,XX,924.95,927.35,917.4,926.2,926.2,18985,122624.56,71505700,-1124200,03-MAY-2023,,25-05-2023
FUTSTK,ICICIGI,0.0,XX,1088.9,1094.5,1084.15,1092.8,1092.8,1056,4890.81,5160350,-22950,03-MAY-2023,,25-05-2023
FUTSTK,ICICIPRULI,0.0,XX,438.7,441.75,432.3,433.2,433.2,957,6261.94,12916500,108000,03-MAY-2023,,25-05-2023
FUTSTK,IDEA,0.0,XX,6.9,7.15,6.9,6.95,6.95,853,4192.68,485450000,-1750000,03-MAY-2023,,25-05-2023
FUTSTK,IDFC,0.0,XX,90.8,92.5,90.7,91.8,91.8,1313,12062.7,167250000,2270000,03-MAY-2023,,25-05-2023
FUTSTK,IDFCFIRSTB,0.0,XX,63.9,65.4,63.7,64.6,64.6,4716,45779.77,212340000,4485000,03-MAY-2023,,25-05-2023
FUTSTK,IEX,0.0,XX,155.05,158.6,154.8,156.35,156.35,2078,12232.74,40290000,-277500,03-MAY-2023,,25-05-2023
FUTSTK,IGL,0.0,XX,491.8,497.45,491.8,493.55,493.55,665,4527.1,5710375,-46750,03-MAY-2023,,25-05-2023
FUTSTK,INDHOTEL,0.0,XX,349.0,364.5,347.95,357.3,357.3,7379,52861.7,24462000,-182000,03-MAY-2023,,25-05-2023
FUTSTK,INDIACEM,0.0,XX,186.9,189.9,185.95,188.05,188.05,1139,6215.81,17330400,-17400,03-MAY-2023,,25-05-2023
FUTSTK,INDIAMART,0.0,XX,5691.75,5734.95,5590.95,5722.9,5722.9,1971,16796.92,269250,-23850,03-MAY-2023,,25-05-2023
FUTSTK,INDIGO,0.0,XX,2164.7,2244.0,2155.3,2178.3,2178.3,16758,110320.65,3478500,185400,03-MAY-2023,,25-05-2023
FUTSTK,INDUSINDBK,0.0,XX,1163.75,1165.15,1144.2,1150.65,1150.65,6045,31349.76,21579300,-148500,03-MAY-2023,,25-05-2023
FUTSTK,INDUSTOWER,0.0,XX,155.25,155.55,150.7,151.45,151.45,4076,17366.87,25370800,1486800,03-MAY-2023,,25-05-2023
FUTSTK,INFY,0.0,XX,1271.9,1276.85,1268.1,1273.5,1273.5,15914,81010.58,38991600,-1744000,03-MAY-2023,,25-05-2023
FUTSTK,INTELLECT,0.0,XX,450.1,453.1,445.55,450.15,450.15,480,2155.72,4373000,-7000,03-MAY-2023,,25-05-2023
FUTSTK,IOC,0.0,XX,82.9,84.0,82.7,83.1,83.1,1900,15426.38,74148750,214500,03-MAY-2023,,25-05-2023
FUTSTK,IPCALAB,0.0,XX,711.1,716.8,705.75,712.7,712.7,771,3578.39,3477500,-77350,03-MAY-2023,,25-05-2023
FUTSTK,IRCTC,0.0,XX,627.85,636.7,625.65,631.75,631.75,2806,15520.16,13075125,78750,03-MAY-2023,,25-05-2023
FUTSTK,ITC,0.0,XX,422.0,427.2,420.65,426.3,426.3,5553,37817.26,51942400,220800,03-MAY-2023,,25-05-2023
FUTSTK,JINDALSTEL,0.0,XX,590.85,597.55,582.45,590.8,590.8,2948,21668.42,17522500,-192500,03-MAY-2023,,25-05-2023
FUTSTK,JKCEMENT,0.0,XX,3005.55,3026.65,2987.0,3008.8,3008.8,438,3295.71,416000,-3500,03-MAY-2023,,25-05-2023
FUTSTK,JSWSTEEL,0.0,XX,736.0,739.8,729.65,737.05,737.05,2084,20695.99,21443400,145800,03-MAY-2023,,25-05-2023
FUTSTK,JUBLFOOD,0.0,XX,462.0,467.8,457.05,459.1,459.1,3139,18157.42,15482500,-376250,03-MAY-2023,,25-05-2023
FUTSTK,KOTAKBANK,0.0,XX,1920.05,1939.55,1919.6,1936.05,1936.05,11816,91232.16,28119600,-700400,03-MAY-2023,,25-05-2023
FUTSTK,L&TFH,0.0,XX,92.85,94.35,92.85,93.3,93.3,1324,11053.42,71052888,-803160,03-MAY-2023,,25-05-2023
FUTSTK,LALPATHLAB,0.0,XX,1923.7,1945.0,1911.2,1927.9,1927.9,791,3814.11,661000,37000,03-MAY-2023,,25-05-2023
FUTSTK,LAURUSLABS,0.0,XX,312.25,323.9,311.4,322.0,322.0,5358,18749.65,14667400,17600,03-MAY-2023,,25-05-2023
FUTSTK,LICHSGFIN,0.0,XX,355.9,360.55,355.5,357.8,357.8,1718,12325.46,14974000,-634000,03-MAY-2023,,25-05-2023
FUTSTK,LT,0.0,XX,2395.0,2397.7,2362.85,2371.0,2371.0,4846,34543.31,8770800,-133500,03-MAY-2023,,25-05-2023
FUTSTK,LTIM,0.0,XX,4550.0,4570.1,4480.1,4514.9,4514.9,2980,20200.15,1467450,-19650,03-MAY-2023,,25-05-2023
FUTSTK,LTTS,0.0,XX,3772.55,3785.5,3721.0,3729.2,3729.2,1973,14769.32,1159200,-49200,03-MAY-2023,,25-05-2023
FUTSTK,LUPIN,0.0,XX,709.9,717.45,707.7,712.95,712.95,841,5093.95,6394550,-39100,03-MAY-2023,,25-05-2023
FUTSTK,M&M,0.0,XX,1243.25,1247.75,1237.65,1241.4,1241.4,2306,20032.93,12914300,43400,03-MAY-2023,,25-05-2023
FUTSTK,M&MFIN,0.0,XX,265.85,273.65,262.7,273.05,273.05,4035,43581.84,24128000,192000,03-MAY-2023,,25-05-2023
FUTSTK,MANAPPURAM,0.0,XX,129.7,130.0,112.1,114.4,114.4,20192,144520.47,54354000,14898000,03-MAY-2023,,25-05-2023
FUTSTK,MARICO,0.0,XX,501.6,506.7,499.5,504.3,504.3,864,5222.51,9627600,-177600,03-MAY-2023,,25-05-2023
FUTSTK,MARUTI,0.0,XX,8811.05,8864.0,8766.85,8840.2,8840.2,5188,45831.14,2216600,-57300,03-MAY-2023,,25-05-2023
FUTSTK,MCDOWELL-N,0.0,XX,780.45,800.8,780.45,789.75,789.75,4522,22410.0,12437500,127500,03-MAY-2023,,25-05-2023
FUTSTK,MCX,0.0,XX,1397.0,1409.0,1375.8,1380.85,1380.85,1156,6430.5,1245200,84400,03-MAY-2023,,25-05-2023
FUTSTK,METROPOLIS,0.0,XX,1272.0,1283.4,1243.2,1248.3,1248.3,755,3801.38,1345600,44000,03-MAY-2023,,25-05-2023
FUTSTK,MFSL,0.0,XX,652.55,657.4,638.55,640.95,640.95,1446,6075.64,3879200,-72150,03-MAY-2023,,25-05-2023
FUTSTK,MGL,0.0,XX,1008.8,1017.1,1006.0,1008.2,1008.2,546,4412.85,1744800,-31200,03-MAY-2023,,25-05-2023
FUTSTK,MOTHERSON,0.0,XX,75.2,75.85,74.75,75.0,75.0,1132,5744.96,54749250,-2369250,03-MAY-2023,,25-05-2023
FUTSTK,MPHASIS,0.0,XX,1830.1,1868.0,1822.95,1863.9,1863.9,1845,9386.9,2393600,-46200,03-MAY-2023,,25-05-2023
FUTSTK,MRF,0.0,XX,89585.1,94989.0,88615.0,94144.25,94144.25,9130,84662.4,51750,10690,03-MAY-2023,,25-05-2023
FUTSTK,MUTHOOTFIN,0.0,XX,1029.3,1029.3,1013.7,1021.65,1021.65,1997,11209.94,7263850,13750,03-MAY-2023,,25-05-2023
FUTSTK,NATIONALUM,0.0,XX,83.4,83.55,82.2,82.7,82.7,1160,7186.68,49552500,577500,03-MAY-2023,,25-05-2023
FUTSTK,NAUKRI,0.0,XX,3805.0,3820.0,3776.9,3798.95,3798.95,1206,5731.55,1381500,8000,03-MAY-2023,,25-05-2023
FUTSTK,NAVINFLUOR,0.0,XX,4776.65,4823.95,4760.25,4807.5,4807.5,687,4949.99,491400,-3000,03-MAY-2023,,25-05-2023
FUTSTK,NESTLEIND,0.0,XX,21752.8,22020.0,21730.45,21940.6,21940.6,1408,12349.83,388800,4680,03-MAY-2023,,25-05-2023
FUTSTK,NMDC,0.0,XX,110.35,110.95,109.6,110.7,110.7,1716,8525.04,45684000,1098000,03-MAY-2023,,25-05-2023
FUTSTK,NTPC,0.0,XX,176.4,179.2,176.3,177.1,177.1,3282,33201.11,73250700,-706800,03-MAY-2023,,25-05-2023
FUTSTK,OBEROIRLTY,0.0,XX,924.0,937.1,915.75,929.8,929.8,958,6228.06,6684300,-28700,03-MAY-2023,,25-05-2023
FUTSTK,OFSS,0.0,XX,3630.0,3674.0,3622.95,3652.1,3652.1,502,3663.67,233400,-21000,03-MAY-2023,,25-05-2023
FUTSTK,ONGC,0.0,XX,164.35,164.35,161.5,161.9,161.9,3729,23360.85,56260050,334950,03-MAY-2023,,25-05-2023
FUTSTK,PAGEIND,0.0,XX,40250.0,40904.0,39711.35,40711.25,40711.25,1623,9895.3,118770,-3675,03-MAY-2023,,25-05-2023
FUTSTK,PEL,0.0,XX,742.9,755.0,741.05,747.45,747.45,2066,8492.44,8734000,105600,03-MAY-2023,,25-05-2023
FUTSTK,PERSISTENT,0.0,XX,4720.2,4737.55,4665.05,4686.15,4686.15,1900,15617.9,1113350,10850,03-MAY-2023,,25-05-2023
FUTSTK,PETRONET,0.0,XX,238.65,243.6,236.55,237.5,237.5,1831,13159.71,14073000,246000,03-MAY-2023,,25-05-2023
FUTSTK,PFC,0.0,XX,173.95,176.2,171.15,171.55,171.55,3792,40782.99,64728000,2969800,03-MAY-2023,,25-05-2023
FUTSTK,PIDILITIND,0.0,XX,2431.3,2483.75,2426.95,2474.5,2474.5,2642,16282.11,2689250,-92750,03-MAY-2023,,25-05-2023
FUTSTK,PIIND,0.0,XX,3414.9,3447.3,3392.65,3438.75,3438.75,1077,9218.74,2225750,-30250,03-MAY-2023,,25-05-2023
FUTSTK,PNB,0.0,XX,52.5,53.25,52.25,52.95,52.95,3268,27643.39,222208000,-1248000,03-MAY-2023,,25-05-2023
FUTSTK,POLYCAB,0.0,XX,3236.4,3306.0,3236.35,3286.55,3286.55,1914,18839.58,1302600,100200,03-MAY-2023,,25-05-2023
FUTSTK,POWERGRID,0.0,XX,240.1,242.9,239.8,240.6,240.6,1520,9903.31,27499500,-18900,03-MAY-2023,,25-05-2023
FUTSTK,PVR,0.0,XX,1495.95,1503.5,1478.3,1490.0,1490.0,1986,12036.42,3100933,129426,03-MAY-2023,,25-05-2023
FUTSTK,RAIN,0.0,XX,164.25,164.65,161.45,162.75,162.75,335,1910.29,11144000,-80500,03-MAY-2023,,25-05-2023
FUTSTK,RAMCOCEM,0.0,XX,742.1,754.95,741.0,748.6,748.6,1020,6501.83,3666900,87550,03-MAY-2023,,25-05-2023
FUTSTK,RBLBANK,0.0,XX,154.15,157.85,152.7,155.9,155.9,2754,21476.2,38245000,-155000,03-MAY-2023,,25-05-2023
FUTSTK,RECLTD,0.0,XX,137.75,139.1,136.25,136.8,136.8,2660,29278.79,57360000,-1024000,03-MAY-2023,,25-05-2023
FUTSTK,RELIANCE,0.0,XX,2448.15,2451.2,2422.25,2428.65,2428.65,16003,97224.47,32082500,7750,03-MAY-2023,,25-05-2023
FUTSTK,SAIL,0.0,XX,85.05,85.9,84.4,85.45,85.45,2858,19464.7,99504000,-2504000,03-MAY-2023,,25-05-2023
FUTSTK,SBICARD,0.0,XX,774.2,789.5,770.5,784.3,784.3,2130,13321.46,8129600,29600,03-MAY-2023,,25-05-2023
FUTSTK,SBILIFE,0.0,XX,1143.3,1155.0,1140.8,1142.95,1142.95,880,7559.87,7344000,-72000,03-MAY-2023,,25-05-2023
FUTSTK,SBIN,0.0,XX,573.8,575.6,570.15,571.2,571.2,9798,84148.4,55017000,1071000,03-MAY-2023,,25-05-2023
FUTSTK,SHREECEM,0.0,XX,24024.0,24417.8,24024.0,24366.8,24366.8,1613,9792.63,321025,-4650,03-MAY-2023,,25-05-2023
FUTSTK,SHRIRAMFIN,0.0,XX,1325.0,1340.7,1321.3,1324.15,1324.15,1290,10279.95,4663200,4200,03-MAY-2023,,25-05-2023
FUTSTK,SIEMENS,0.0,XX,3501.25,3559.0,3484.25,3553.3,3553.3,1827,17754.07,1750925,43725,03-MAY-2023,,25-05-2023
FUTSTK,SRF,0.0,XX,2551.2,2586.0,2550.0,2580.25,2580.25,1098,10580.91,2527125,-55500,03-MAY-2023,,25-05-2023
FUTSTK,SUNPHARMA,0.0,XX,975.95,977.75,965.9,969.15,969.15,3541,24061.25,20961500,240100,03-MAY-2023,,25-05-2023
FUTSTK,SUNTV,0.0,XX,436.35,445.05,434.65,436.7,436.7,1000,6590.88,7738500,196500,03-MAY-2023,,25-05-2023
FUTSTK,SYNGENE,0.0,XX,694.55,710.25,691.35,694.0,694.0,1455,10163.92,2853000,108000,03-MAY-2023,,25-05-2023
FUTSTK,TATACHEM,0.0,XX,977.9,1003.6,976.2,998.75,998.75,4775,23658.12,4330500,-49500,03-MAY-2023,,25-05-2023
FUTSTK,TATACOMM,0.0,XX,1261.35,1261.35,1242.55,1246.7,1246.7,673,4205.23,2006000,-12500,03-MAY-2023,,25-05-2023
FUTSTK,TATACONSUM,0.0,XX,772.0,782.45,770.0,777.9,777.9,1920,13436.05,10023300,225900,03-MAY-2023,,25-05-2023
FUTSTK,TATAMOTORS,0.0,XX,481.95,488.65,480.2,486.75,486.75,6849,47279.29,55257225,-540075,03-MAY-2023,,25-05-2023
FUTSTK,TATAPOWER,0.0,XX,202.25,205.45,201.5,204.55,204.55,4517,31105.99,85785750,-735750,03-MAY-2023,,25-05-2023
FUTSTK,TATASTEEL,0.0,XX,110.45,111.6,109.4,110.35,110.35,11810,71687.05,193088500,-852500,03-MAY-2023,,25-05-2023
FUTSTK,TCS,0.0,XX,3225.05,3228.55,3194.0,3200.3,3200.3,11692,65587.87,8752975,371525,03-MAY-2023,,25-05-2023
FUTSTK,TECHM,0.0,XX,1050.05,1057.6,1044.45,1046.35,1046.35,4054,25539.69,9471600,53400,03-MAY-2023,,25-05-2023
FUTSTK,TITAN,0.0,XX,2680.0,2693.8,2653.0,2667.0,2667.0,5184,51931.67,4789500,-79500,03-MAY-2023,,25-05-2023
FUTSTK,TORNTPHARM,0.0,XX,1662.7,1686.25,1657.0,1664.55,1664.55,734,6133.19,1469000,-74000,03-MAY-2023,,25-05-2023
FUTSTK,TRENT,0.0,XX,1407.2,1415.7,1383.15,1393.25,1393.25,1581,8834.79,3635600,92000,03-MAY-2023,,25-05-2023
FUTSTK,TVSMOTOR,0.0,XX,1157.0,1167.95,1145.4,1157.9,1157.9,2101,16952.79,7256900,52500,03-MAY-2023,,25-05-2023
